House Leaning,Senate Leaning,Average Leaning,LocYear,Geography,% >= HS,% >= Bachelor's,"Pov for 25yo<=, <HS","Pov for 25<=, >=Bachelor's",GeoFIPS,HFR,SNAP_rate,DPI_rate,PI_rate
-0.01538461538461533,0.14285714285714285,0.06373626373626376,CO2012,0400000US08,0.906,0.375,0.2689999999999999,0.045,8000,0.414,0.1004389586030275,0.104616379638573,0.1182477926824869
0.3245033112582782,0.22222222222222227,0.27336276674025023,CT2012,0400000US09,0.899,0.371,0.243,0.0289999999999999,9000,0.183,0.1294685862254863,0.1446017563550771,0.168751712313634
0.2682926829268293,0.3333333333333333,0.30081300813008127,DE2012,0400000US10,0.885,0.295,0.247,0.039,10000,0.308,0.1483802907953971,0.1053289960858986,0.1179008427659649
-0.35000000000000003,-0.39999999999999997,-0.375,FL2012,0400000US12,0.865,0.268,0.289,0.057,12000,0.309,0.1581260090556427,0.1000883307911718,0.110319170351863
-0.28888888888888886,-0.28571428571428575,-0.2873015873015873,GA2012,0400000US13,0.85,0.282,0.314,0.051,13000,0.401,0.1692124448188291,0.0941044601218033,0.1044579139904011
0.6862745098039216,0.9199999999999999,0.8031372549019608,HI2012,0400000US15,0.904,0.301,0.196,0.05,15000,0.12,0.1213026077168407,0.1239259583515727,0.1365982650955448
-0.6285714285714286,-0.6000000000000001,-0.6142857142857143,ID2012,0400000US16,0.898,0.255,0.248,0.057,16000,0.552,0.1459374453358394,0.0870819370749057,0.0955568970307285
0.0847457627118644,0.18644067796610164,0.13559322033898302,IL2012,0400000US17,0.8759999999999999,0.316,0.263,0.047,17000,0.266,0.1356376700821811,0.1096474273373368,0.1244842872218614
-0.19999999999999996,-0.48,-0.33999999999999997,IN2012,0400000US18,0.8759999999999999,0.2339999999999999,0.272,0.0409999999999999,18000,0.432,0.1327390238286956,0.0936215690077364,0.1033373963792253
-0.19999999999999996,0.040000000000000036,-0.07999999999999996,IA2012,0400000US19,0.916,0.263,0.226,0.036,19000,0.409,0.1300747811006578,0.0962285908945697,0.1068719398100155
-0.472,-0.6000000000000001,-0.536,KS2012,0400000US20,0.902,0.304,0.254,0.034,20000,0.455,0.1042982787673341,0.1052242952982778,0.1165709827804914
